LithologyCode,LithNumber,OldIDNumber,LAT,NS,LONG,EW,Continent,Country,GeogComments,LMU,Period,Stage,AgeComments,Lithology,Formation,LithComments,PrimaryReference,SeeAlso, 
B,448,B4985,45,N,16.0,E,Europe,Frm Yugoslavia,Grmec Moutians and Bosanska,Lower,Cretaceous,,Lower Cretaceous(Cert.),Bauxites,,,"Bardossy(1982, Appendix 1)",
B,449,B4987,44,N,19.0,E,Europe,Frm Yugoslavia,Vlasenica,Lower,Cretaceous,,Lower Cretaceous(Hyp.),Bauxites,,karst bauxite,"Bardossy(1982, Appendix 1)","see also Maksimovic,Panto(1991)"
K,450,K4988,-12,S,10.0,E,Africa,Angola,Angola Basin,Lower,Cretaceous,Aptian,,Kaolinite,,sedimentary kaolinite,"Thiry,Jaquin(1993)",
K,451,K4989,29,N,33.0,E,Africa,Egypt,,L - U?,Cretaceous,,,Kaolinite,Malha,kaolin deposits,El Askary(1992),"see also Szamalek,Youssef(1990)"
K,452,K4990,25,N,31.0,E,Africa,Egypt,southeastern Egypt,L  - U,Cretaceous,pre-Aptian through Turonian,,Kaolinite,,widespread detrital kaolinite,Hendriks(1988),
K,453,K4991,24,N,14.0,E,Africa,Libya,Murzuk Basin,Lower,Cretaceous,,,Kaolinite,Messak,,Van Houten(1980),
K,454,K4992,24,N,13.0,E,Africa,Libya,Murzuk Basin,Lower,Cretaceous,,Late Jurassic-Early Cretaceous,Kaolinite,Messak Sandstone,detrital kaolinite,Lorenz(1987),
K,455,K4992.1,30,N,19.0,E,Africa,Libya,Sirte Basin,L  - U,Cretaceous,,,Kaolinite,Nubian Sandstone,,Tawaddros et al.(2001),
K,456,K4993,-35,S,15.0,E,Africa,South Africa,Cape Basin,L  - U,Cretaceous,Hauterivian-Berriasian,,Kaolinite,,sedimentary kaolinite,"Thiry,Jaquin(1993)",
K,457,K4994,17,N,33.5,E,Africa,Sudan,Shendi area,Lower,Cretaceous,,,Kaolinite,Shendi,,Wycisk(1991),
K,458,K4995,13,N,36.0,E,Africa,Sudan,easrern Sudan,Lower,Cretaceous,,,Kaolinite,Gadaref,alunitic kaolinite,Wipki et al.(1993),
K,459,K4995.1,34,N,-61.3,W,Antarctica,,"Livingston Island, Antarctic Peninsula",Lower,Cretaceous,Berriasian,,Kaolinite,,detrital kaolinite,Lomas(1999),
K,460,K4996,34,N,59.0,E,Asia,Iran ,Kartakuh,Lower,Cretaceous,,,Kaolinite,,between Jurassic and Cretaceous unconformity,Khadem(1968),
K,461,K4997,30,N,45.0,E,Asia,Iraq  ,South Rumaila Field,L - U?,Cretaceous,,,Kaolinite,Zubair,,Ashoor(1986),
K,462,K4998,30,N,34.0,E,Asia,Israel,,Lower,Cretaceous,Aptian,,Kaolinite,Zuweira,basal part of Zuweira Frm w/ some gypsum pseudomorphs in overlying beds,Lewy et al.(1994),
K,463,K4999,31,N,35.0,E,Asia,Israel,,Lower,Cretaceous,,,Kaolinite,,detrital kaolinite from a nonmarine E. Cretaceous sandstone unconformaby above marine Jurassic,"Azmon,Kedar(1985)",
K,464,K5000,31,N,36.0,E,Asia,Jordan,,Lower,Cretaceous,,,Kaolinite,Kurnub Sandstone,sedimentary kaolinite,Amireh(1994),
K,465,K5001,-25,S,143.0,E,Australia,,South Australia:Eromanga Basin,Lower,Cretaceous,early Neocomian,,Kaolinite,Hooray Sandstone,,"Exon,Senior(1976)",
K,466,K5002,50.5,N,4.5,E,Europe,Belgium,,Lower,Cretaceous,,,Kaolinite,Wealden type,,Dupuis(1992),
K,467,K5003,55,N,15.0,E,Europe,Denmark,,Lower,Cretaceous,,,Kaolinite,Bornholm,,Bondam(1968),
K,468,K5004,49,N,2.0,E,Europe,France,Paris Basin,Lower,Cretaceous,,,Kaolinite,Wealden,,"Millot(1970, p.148)",
K,469,K5005,49,N,0.0,E,Europe,France,Pays de Bray and Boulonnias,Lower,Cretaceous,,,Kaolinite,Wealden,,"Millot(1970, p.148)",
K,470,K5006,45,N,4.0,E,Europe,France,Berrias,Lower,Cretaceous,Berriasian,,Kaolinite,,,Deconinck(1993),
K,471,K5007,45.5,N,6.0,E,Europe,France,,Lower,Cretaceous,Berriasian,,Kaolinite,Urgonian facies,sedimentary kaolin ,"Chamley,Deconinck(1985)",
K,472,K5008,49,N,5.0,E,Europe,France,Bar-le-Duc area,Lower,Cretaceous,Valanginian,,Kaolinite,,sedimentary kaolin ,Meyer(1976),
K,473,K5009,61.5,N,2.0,E,Europe,Norway,Magnus Oilfield,Lower,Cretaceous,,,Kaolinite,,kaolinite generated dring the E. Cretaceous in the L. Jurassic,Macaulay et al.(1993),
K,474,K5009.1,61,N,2.0,E,,,,,,,,,,,,
K,475,K5010,40.5,N,-8.5,W,Europe,Portugal,Aveiro Basin,Lower,Cretaceous,,"see also Rocha,Gomes(1995), Aptian,Albian,early Cenomanian,Gres de Pelheca",Kaolinite,,,"Rocha,Gomes(1992)",
K,476,K5011,45,N,27.0,E,Europe,Rumania,Medgidia,Lower,Cretaceous,Aptian,,Kaolinite,,,"Neacsu,Neacsu(1980)",
K,477,K5011.1,44,N,21.0,E,Europe,Rumania,southern Dobrudja,L - U?,Cretaceous,,,Kaolinite,Gherghina,,Anram et al.(1996),
K,478,K5012,40,N,-1.0,W,Europe,Spain,Corillera Iberica,Lower,Cretaceous,,,Kaolinite,Wealden,,Vivadi(1968),"see also Lopez-Aguayo,Martin-Vivaldi(1972), and Galan et al.(1975)"
K,479,K5014,47,N,8.0,E,Europe,Switzerland,,Lower,Cretaceous,,,Kaolinite,,,Persoz(1982),
K,480,K5015,48,N,34.0,E,Europe,Ukraine,Ukrainian Shield,Lower,Cretaceous,,,Kaolinite,,,Nikitina et al.(1978),
K,481,K5016,51,N,1.0,E,United Kingdom,England,,Lower,Cretaceous,,,Kaolinite,Wealden,,"Hallam(1984, p. 204)",
K,482,K5017,50,N,-12.0,W,United Kingdom,England,,Lower,Cretaceous,Berriasian,,Kaolinite,Durlston Beds,,Deconinck(1993),
K,483,K5018,51,N,-2.0,W,,,,,,,,,,,,
K,484,K5019,57,N,-112.0,W,North America,Canada,Alberta,L - U?,Cretaceous,,,Kaolinite,,,"Hamilton,Mellon(1973)",
K,485,K5020,55,N,-122.0,W,North America,Canada,British Columbia,L - U?,Cretaceous,,,Kaolinite,Gething and Gates Frms,kaolin-rich tonstein,"Spears,Duff(1984)",
K,486,K5020.1,50,N,-98.0,W,North America,Canada,Manitoba,L - U?,Cretaceous,,,Kaolinite,Swan River,,Dean(1978),
K,487,K5022,45,N,-63.0,W,North America,Canada,Nova Sotia:Shubenacadie,L - U?,Cretaceous,,,Kaolinite,,,"Fowler,Stea(1979)",
K,488,K5023,70,N,-54.0,W,North America,Greenland,Nugssuaq Peninsula,L - U?,Cretaceous,,,Kaolinite,Kome,,"Henderson et al.(1976, p. 492)",
K,489,K5024,35,N,-70.0,W,North America,United States,JOIDES site,L - U?,Cretaceous,,,Kaolinite,,detrital kaolin,Holmes(1987),
K,490,K5025,38,N,-107.0,W,North America,United States,Colorado:south-central Colorado,L - U?,Cretaceous,,,Kaolinite,,,"Murray,Patterson(1975)",see also Waage(1961)
K,491,K5026,36,N,-108.0,W,North America,United States,New Mexico:Mesa Alta,L - U?,Cretaceous,,,Kaolinite,between the Dakota and Morrison Frms,sedimentary kaolinite,"Murray,Patterson(1975)",see also Reeves(1963)
K,492,K5026.1,40,N,-75.3,E,North America,United States,Pennsylvania:southeastern Pennsylvania,L - U?,Cretaceous,,,Kaolinite,Potomac  ,,Greenman et al.(1961),
K,493,K5027,-50,S,-68.0,W,South America,Argentina,Santa Cruz Province and further north in Chubut,L - U?,Cretaceous,,,Kaolinite,,residual kaolinite,"Cravero,Dominguez(1992)",
K,494,K5027.1,-27,S,54.5,W,South America,Argentina,Misiones region,Lower,Cretaceous,Berriasian-Aptian,,Kaolinite,,kaolinite in deeply weathered L. Jurassic basalts,"Rodriguez,Zalba(1994)",
K,495,K5028,-52,N,-61.0,E,South America,Falkland Islands,Falkland Plateau,Lower,Cretaceous,Hauterivian-Barremian,,Kaolinite,,sedimentary kaolinite,"Thiry,Jaquin(1993)",
K,496,K5028.1,31,N,35.0,E,Asia,Israel,,L - U?,Cretaceous,,,Kaolinite,,"red, lateritic paleosol on basalts",Gvirtzman et al.(1996),
K,497,K5028.2,33,N,36.0,E,Asia,Syria,southwestern Syria in the Antilebanon,Lower,Cretaceous,,,Kaolinite,,iron ores of lateritic type,Tsekhovski(1996),
PA,498,Pa5029,51.5,N,8.5,E,Europe,Germany,Westphalia,Lower,Cretaceous,Aptian,,Palms,,"Nypa pollen and a fruit(Jahnichen,1993)",Jahnichen(1990),see also Jahnichen(1990)
CR,499,Cr5029.1,-11,S,33.0,E,Africa,Malawi,northern Malawi,L - U?,Cretaceous,,,Crocodilians,,,Clark et al.(1989),
CR,500,Cr5030,41,N,84.0,E,Asia,China,Xinjiang,L - U?,Cretaceous,,,Crocodilians,,,"Wu, Sues(1995)",
CR,501,Cr5031,42,N,103.0,E,Asia,Mongolia,,Lower,Cretaceous,,,Crocodilians,,,Von Huene(1958),
CR,502,Cr5031.1,-29.5,S,149.0,E,Australia,,"Lightning Ridge, New South Wales",Lower,Cretaceous,,,Crocodilians,,,Molnar(1980),
CR,503,Cr5032,51,N,-1.0,W,Europe,Britain,Isle of Wright,Lower,Cretaceous,,,Crocodilians,Wealden,,Hooley(1907),
CR,504,Cr5032.1,46,N,-111.0,W,North America,United States,Montana:near Pryor,L - U?,Cretaceous,,,Crocodilians,Beton Shales,,Mook(1934),
CR,505,Cr5033,-40,S,-71.0,W,South America,Argentina,Neuquen  ,Upper,Cretaceous,,"Busson(1970b, Fig. 100), for widspread Cenomanian,as well as ""Senonian""",Crocodilians,,,Gasparini(1971),see also Chiappe(1988)
